PAYMENT_ID;PAY_STAMP;DEMAND
13990449;18.10.2023 21:42;36947660
14042355;22.10.2023 20:01;37506456
14042364;22.10.2023 20:02;37521608
14067452;23.10.2023 19:03;35460122
13925390;15.10.2023 10:54;36919563
13954008;16.10.2023 18:34;36578076
13976043;18.10.2023 6:39;35974772
14033894;21.10.2023 17:00;36286555
14037949;22.10.2023 8:35;35966948
14041970;22.10.2023 19:06;37568221
14006464;19.10.2023 20:40;35845578
14063527;23.10.2023 12:17;36619436
14068733;23.10.2023 0:00;36027507
14017680;20.10.2023 8:52;36884966
14063725;23.10.2023 12:41;35291785
14039218;22.10.2023 12:07;35848583
14043717;22.10.2023 23:47;36999307
13961829;16.10.2023 0:00;36272926
14047234;19.10.2023 0:00;36976439
13986226;18.10.2023 14:47;36040329
14024686;20.10.2023 17:30;37653864
14036217;21.10.2023 21:54;37572100
14036432;21.10.2023 22:43;36248075
14018671;20.10.2023 10:24;37450899
14037398;22.10.2023 6:53;35947887
14060635;23.10.2023 0:00;36924640
14077463;23.10.2023 0:00;36521499
14062675;23.10.2023 10:39;37842798
13969883;17.10.2023 15:15;36912773
14025894;20.10.2023 19:10;37445124
14065252;23.10.2023 15:19;34451189
14070063;24.10.2023 2:25;35389029
14033023;21.10.2023 15:00;35489170
14077731;24.10.2023 9:08;37150811
13925776;15.10.2023 11:39;37446791
14060842;22.10.2023 0:00;35280843
14033534;21.10.2023 16:11;36650139
14068382;23.10.2023 20:57;37150068
14074863;24.10.2023 7:18;36169832
13931440;16.10.2023 0:00;34886254
14020243;20.10.2023 12:16;36739567
14039419;22.10.2023 12:39;37083351
14061061;23.10.2023 8:48;36015977
14034751;21.10.2023 19:00;34910055
14023886;20.10.2023 16:35;35599155
14036261;21.10.2023 22:00;37590001
14065332;23.10.2023 15:30;36937723
14070282;24.10.2023 0:00;35923131
14070580;20.10.2023 0:00;37114787
14018954;20.10.2023 10:47;37058213
14027465;20.10.2023 21:25;36976340
14027468;20.10.2023 21:25;37624744
14019903;20.10.2023 11:52;37685705
14062246;23.10.2023 9:43;37047006
14020433;20.10.2023 12:25;37511587
14063378;23.10.2023 11:59;37386218
14025960;20.10.2023 19:15;37596767
14062734;23.10.2023 10:42;37582275
14078164;24.10.2023 10:04;36303316
14021435;20.10.2023 13:39;34373524
14066871;23.10.2023 18:00;37467123
14066876;23.10.2023 18:02;37307242
14079288;24.10.2023 12:18;36068461
14027503;20.10.2023 21:27;37018594
14053982;23.10.2023 0:00;36494533
14064178;23.10.2023 13:32;34770034
14064807;23.10.2023 14:32;37174072
14064826;23.10.2023 14:31;37467667
14080007;24.10.2023 13:39;36068948
14021407;20.10.2023 13:36;36984230
14067482;23.10.2023 19:07;36247959
14039875;22.10.2023 13:50;34724036
14040231;22.10.2023 14:48;36936647
14021914;20.10.2023 14:14;37521736
14061148;23.10.2023 9:01;35639880
14067941;23.10.2023 19:58;35472707
14024025;20.10.2023 16:44;35916317
14031675;21.10.2023 12:30;36473390
14031988;21.10.2023 13:13;36654648
14022276;20.10.2023 14:37;36668871
13974044;17.10.2023 21:40;37372760
13974047;17.10.2023 21:40;37358801
14079213;24.10.2023 12:01;37159521
14022590;20.10.2023 15:02;35858152
14035181;21.10.2023 19:55;37760504
14032954;21.10.2023 14:50;37705745
14043120;22.10.2023 21:33;36383773
14043126;22.10.2023 21:34;37609380
14064447;23.10.2023 14:00;36691178
14064618;23.10.2023 0:00;37662880
14078263;24.10.2023 10:17;36168117
14078264;24.10.2023 10:17;35537297
14078642;24.10.2023 10:55;35838544
14064756;23.10.2023 14:26;35172204
13974602;17.10.2023 23:19;37145467
14044461;19.10.2023 0:00;37135746
14065099;23.10.2023 15:07;37872778
14079971;24.10.2023 13:33;36245865
14036036;21.10.2023 21:33;37699720
14036047;21.10.2023 21:29;37145467
14026258;20.10.2023 19:43;35758663
14034926;21.10.2023 19:13;37371817
14043084;22.10.2023 21:28;37517780
14012192;20.10.2023 7:03;37374590
14065706;23.10.2023 16:09;36862240
14066074;23.10.2023 16:48;35493803
14096273;25.10.2023 11:47;37667030
14099074;25.10.2023 15:05;36111379
14105653;25.10.2023 22:11;35909501
14105870;25.10.2023 22:27;36592199
14107147;26.10.2023 1:03;36887501
13955471;16.10.2023 20:37;36579332
14046310;23.10.2023 0:00;35619452
14099087;25.10.2023 15:09;34709610
14039235;22.10.2023 12:09;36387471
14060945;23.10.2023 8:29;35822457
14061093;23.10.2023 8:48;35816982
14061108;23.10.2023 8:55;36878740
14106359;25.10.2023 23:21;37523881
14018370;20.10.2023 10:00;35923550
14027606;20.10.2023 21:34;35721661
14103433;25.10.2023 19:50;36941221
14105159;25.10.2023 21:36;36693375
14105169;25.10.2023 21:37;37247500
14113558;26.10.2023 9:08;37060407
13950128;16.10.2023 13:33;35930281
13967100;17.10.2023 10:49;36996866
13990246;18.10.2023 21:28;36825901
14067605;23.10.2023 19:19;35198938
14096751;25.10.2023 12:22;37259433
14099612;25.10.2023 15:51;37842890
14103595;25.10.2023 20:01;37772060
14109120;26.10.2023 7:55;36821452
14068923;23.10.2023 21:30;37720076
14105540;25.10.2023 22:01;35365758
14021421;20.10.2023 13:37;37589011
14067861;23.10.2023 19:50;36509765
14106850;26.10.2023 0:23;36607149
14106939;26.10.2023 0:33;36785021
14041501;22.10.2023 17:57;35866911
14069700;23.10.2023 23:45;35805639
14105736;25.10.2023 22:18;37825370
14103897;25.10.2023 20:19;37231472
14106953;26.10.2023 0:35;37436814
14106997;26.10.2023 0:42;35767920
14105826;25.10.2023 22:24;37479420
14105827;25.10.2023 22:24;35411721
14022747;20.10.2023 15:13;37804020
14104000;25.10.2023 20:26;36347426
14104046;25.10.2023 20:29;37537300
14107393;26.10.2023 1:35;35688440
14062230;23.10.2023 9:42;36521499
14062388;23.10.2023 10:05;37159069
14070257;24.10.2023 0:00;37192301
14113349;26.10.2023 8:36;38073840
14100426;25.10.2023 16:51;36136348
14104214;25.10.2023 20:39;36176655
14104226;25.10.2023 20:41;37318140
14043156;22.10.2023 21:37;37601943
14030796;21.10.2023 10:41;37897440
14062323;23.10.2023 9:56;34705808
14086058;25.10.2023 6:14;37740172
14107230;26.10.2023 1:14;37418900
14038852;22.10.2023 11:09;36592520
13976722;18.10.2023 7:51;35871207
14017544;20.10.2023 8:40;37408291
14101275;25.10.2023 17:38;37199726
14044226;23.10.2023 2:45;35843864
14064550;23.10.2023 14:12;35418941
14101487;25.10.2023 17:50;35707747
14101496;25.10.2023 17:51;36103840
14107859;26.10.2023 3:48;34895732
14101351;25.10.2023 17:42;35218652
14104901;25.10.2023 21:21;38013497
14065032;23.10.2023 15:01;37256042
14095262;25.10.2023 10:25;37386880
14097976;25.10.2023 13:48;37234523
14105249;25.10.2023 21:43;36976741
14102304;25.10.2023 18:43;35159942
14041115;22.10.2023 17:04;37606341
14041116;22.10.2023 17:03;36461641
14041181;22.10.2023 17:10;36938828
14007818;19.10.2023 23:49;36501683
14105405;25.10.2023 21:53;36537740
14105419;25.10.2023 21:54;36512021
14113283;26.10.2023 8:23;37720079
14113302;26.10.2023 8:26;36730649
14026043;20.10.2023 19:19;37310835
13972341;17.10.2023 19:11;37312921
14064534;23.10.2023 14:10;37840478
14065174;23.10.2023 15:16;35991972
14105421;25.10.2023 21:54;36676387
14105422;25.10.2023 21:54;36665183
14105488;25.10.2023 21:59;36984717
14105530;25.10.2023 22:02;36326400
14008582;20.10.2023 0:00;35624929
14008732;20.10.2023 6:03;37395004
14065587;23.10.2023 16:00;34656105
14098927;25.10.2023 15:01;37379973
14105647;25.10.2023 22:11;36899016
14024107;20.10.2023 16:51;37400429
14024240;20.10.2023 17:00;37106202
14030435;21.10.2023 9:54;37321418
14101433;25.10.2023 17:45;37284145
14101936;25.10.2023 18:22;38012465
14101976;25.10.2023 18:10;36134435
14102008;25.10.2023 18:18;37619228
14095383;25.10.2023 10:35;35960454
14078750;24.10.2023 11:06;35876786
14095834;25.10.2023 11:18;37428073
14099535;25.10.2023 15:45;37313751
14085875;25.10.2023 5:04;36231555
14103460;25.10.2023 19:52;34581541
14103635;25.10.2023 20:04;37535220
14106014;25.10.2023 22:39;35525360
14081912;24.10.2023 17:08;37068681
14082235;24.10.2023 17:45;35914454
14024956;20.10.2023 17:53;35968876
14025098;20.10.2023 18:07;37221621
14031967;21.10.2023 13:08;35577640
14062360;23.10.2023 10:01;34431815
14106969;26.10.2023 0:38;36353900
14107094;26.10.2023 0:56;37542601
14107406;26.10.2023 1:37;37559840
14107493;26.10.2023 1:52;35380500
14098605;25.10.2023 14:32;36951327
14102061;25.10.2023 18:25;35154858
14102910;25.10.2023 0:00;37536954
14103835;25.10.2023 20:16;37603801
14095110;25.10.2023 10:13;38113713
14033650;21.10.2023 16:26;36791151
14033685;21.10.2023 16:31;34738168
14041478;22.10.2023 17:53;36669383
14099876;25.10.2023 16:10;35137713
14107265;26.10.2023 1:18;36754160
14107267;26.10.2023 1:18;37055841
14103077;25.10.2023 19:27;35686500
14103216;25.10.2023 19:36;37819361
14098955;25.10.2023 15:01;35943806
14098983;25.10.2023 15:03;36558220
14098984;25.10.2023 15:03;36010061
14025790;20.10.2023 19:04;37596767
14063197;23.10.2023 11:35;36670785
14094375;25.10.2023 8:59;37486322
14098041;25.10.2023 13:53;35517287
14105008;25.10.2023 21:27;38013497
14105116;25.10.2023 21:34;37390346
14093266;25.10.2023 8:10;35657209
14099016;25.10.2023 15:05;36207919
14099048;25.10.2023 15:03;37450300
14084574;24.10.2023 21:40;36740599
14035307;21.10.2023 20:14;35518717
14064169;23.10.2023 13:30;37502513
14064190;23.10.2023 13:34;37013503
14080764;24.10.2023 15:05;37489672
14098117;25.10.2023 14:00;35874958
14108594;26.10.2023 7:03;34720236
14099209;25.10.2023 15:18;36432698
14099297;25.10.2023 15:24;37010577
14081062;24.10.2023 15:37;36446909
14100209;25.10.2023 16:33;34950848
14108197;24.10.2023 0:00;34940939
14105433;25.10.2023 21:55;36479454
14105687;25.10.2023 22:14;36860360
14105980;25.10.2023 22:27;35350537
14081572;24.10.2023 16:36;35728802
14099409;25.10.2023 15:33;37324206
14043087;22.10.2023 21:28;35600955
14064742;23.10.2023 14:24;37256042
13928247;15.10.2023 17:08;37374873
14108163;26.10.2023 0:00;36725481
14104306;25.10.2023 20:47;37408180
14105363;25.10.2023 21:50;36676387
14103709;25.10.2023 20:08;35364060
14007306;19.10.2023 21:58;37026976
14099467;25.10.2023 15:39;37514339
14027429;20.10.2023 21:22;37560301
14036180;21.10.2023 21:46;36237278
14043808;23.10.2023 0:22;36280732
14105663;25.10.2023 22:12;37054460
14105801;25.10.2023 22:23;35510860
14105899;25.10.2023 22:29;35225221
14108327;26.10.2023 6:10;37436814
14103846;25.10.2023 20:16;36637462
14105182;25.10.2023 21:38;37203775
14105309;25.10.2023 21:47;36802685
14083022;24.10.2023 19:08;37666461
14099910;25.10.2023 16:12;35473742
14101027;25.10.2023 17:23;35193961
14027658;20.10.2023 21:37;37602860
14104653;25.10.2023 21:08;35076506
14106070;25.10.2023 22:44;36433340
14106182;25.10.2023 22:55;36586201
14106495;25.10.2023 23:40;37843241
14106843;26.10.2023 0:22;35247869
14106898;26.10.2023 0:28;34753573
14106932;26.10.2023 0:32;34625420
14107515;26.10.2023 1:54;37064160
14107709;26.10.2023 2:45;36899392
14102235;25.10.2023 18:38;36216358
14022504;20.10.2023 14:56;36728108
14022536;20.10.2023 14:59;36477485
14098590;25.10.2023 14:29;37587618
14105376;25.10.2023 21:51;37973791
14105512;25.10.2023 22:01;36844740
14102614;25.10.2023 19:04;37935201
14101191;25.10.2023 17:33;35420383
14028819;21.10.2023 2:57;37473035
14037426;22.10.2023 7:08;37519009
14037478;21.10.2023 0:00;35125739
14100774;25.10.2023 17:10;37651223
14106408;25.10.2023 23:26;35208008
14107313;26.10.2023 1:24;37555670
14107390;26.10.2023 1:34;38287369
14107537;26.10.2023 1:57;35120220
14108871;25.10.2023 0:00;36161783
14109138;26.10.2023 7:59;36534052
14100405;25.10.2023 16:50;36992722
14100590;25.10.2023 17:02;38219172
14100593;25.10.2023 17:02;37862747
14101393;25.10.2023 17:45;37343670
14037639;21.10.2023 0:00;37559333
14106087;25.10.2023 22:45;38112315
14012142;20.10.2023 6:56;36231455
14101723;25.10.2023 18:05;35787220
14070105;24.10.2023 3:15;37346115
14098867;25.10.2023 14:53;37222832
14099230;25.10.2023 15:15;37671124
14101184;25.10.2023 17:33;38142580
14104181;25.10.2023 20:38;36979767
14104843;25.10.2023 0:00;34484470
14108127;26.10.2023 0:00;37426696
14100769;25.10.2023 17:10;36925021
14100836;25.10.2023 17:14;36395984
14023767;20.10.2023 16:25;35435978
14038554;22.10.2023 10:17;36429128
14077517;24.10.2023 8:30;35939509
14084394;24.10.2023 21:27;36042837
14101231;25.10.2023 17:34;37363896
14107929;23.10.2023 0:00;36282164
14107939;24.10.2023 0:00;36282164
14106388;25.10.2023 23:25;34866840
14106566;25.10.2023 23:50;36070121
14106781;26.10.2023 0:17;35189420
14107003;26.10.2023 0:44;36271660
14107299;26.10.2023 1:22;36851645
14107443;26.10.2023 1:42;37948661
14107529;26.10.2023 1:56;36416480
14003486;19.10.2023 15:34;35618288
14039889;22.10.2023 13:53;36429284
13923281;15.10.2023 2:51;36139038
14026161;20.10.2023 19:32;37545629
14082770;24.10.2023 18:45;37447972
13928228;15.10.2023 17:06;37287798
14020509;20.10.2023 12:32;37523194
14020629;20.10.2023 12:40;35940084
13984807;18.10.2023 11:48;35978804
14034196;21.10.2023 17:36;36608942
14008508;20.10.2023 4:58;37071567
14025826;20.10.2023 19:05;35179664
14064706;23.10.2023 14:21;34386485
13936381;16.10.2023 7:31;34869803
14021057;20.10.2023 13:09;37691520
14026983;20.10.2023 20:59;35952530
14034863;21.10.2023 19:08;36482205
14026153;20.10.2023 19:31;34702018
14043183;22.10.2023 21:40;38122581
14062655;23.10.2023 10:31;35251394
14021318;20.10.2023 13:29;36965790
14019451;20.10.2023 11:19;37362332
14019455;20.10.2023 11:17;36437317
14027137;20.10.2023 21:03;36568115
14033013;21.10.2023 15:00;37796661
14033014;21.10.2023 15:00;37918540
14033017;21.10.2023 15:00;37629141
14021884;20.10.2023 14:12;37784496
14028030;20.10.2023 22:24;37454068
14033279;21.10.2023 15:35;35631408
14036072;21.10.2023 21:37;38102281
14036095;21.10.2023 21:39;37079768
14005657;19.10.2023 19:09;35124840
13972329;17.10.2023 19:10;37293741
14035217;21.10.2023 20:01;37491440
14035220;21.10.2023 20:01;35486660
13930079;15.10.2023 21:02;37430734
14028044;20.10.2023 22:26;36392322
14066339;23.10.2023 17:08;34773840
14067418;23.10.2023 19:01;35478645
13979315;18.10.2023 0:00;36409175
14069173;23.10.2023 21:51;35367072
14070045;24.10.2023 0:00;34886254
13930550;15.10.2023 21:38;37901130
14030516;21.10.2023 10:05;35091336
14029145;21.10.2023 6:10;36629208
14024216;20.10.2023 16:59;37890627
14037670;21.10.2023 0:00;37584733
14079564;24.10.2023 12:51;34841097
14024534;20.10.2023 17:18;36044630
14004385;19.10.2023 17:07;37520401
14038464;22.10.2023 10:12;36369619
13955579;16.10.2023 20:50;36010796
14007198;19.10.2023 21:43;37410401
14023572;20.10.2023 16:11;36379451
14030124;21.10.2023 9:00;36433837
14038652;22.10.2023 10:40;36848489
14016566;20.10.2023 8:10;36337122
14030165;21.10.2023 9:08;36327983
14030253;21.10.2023 9:19;37176763
14039159;22.10.2023 11:58;35832126
13990177;18.10.2023 21:23;37324781
13976400;17.10.2023 0:00;37042675
14068902;23.10.2023 21:29;35549441
14074999;24.10.2023 7:57;36182880
14084251;24.10.2023 21:19;37949441
13961839;16.10.2023 0:00;37913525
13971004;17.10.2023 17:06;37520401
14064280;23.10.2023 13:44;36410545
13948521;16.10.2023 11:42;37292953
13956913;16.10.2023 23:15;34914869
14018188;20.10.2023 9:42;35872156
14018501;20.10.2023 10:13;36747190
14027673;20.10.2023 21:38;37665596
14064383;23.10.2023 13:54;36922856
14082244;24.10.2023 17:47;37281431
14083568;24.10.2023 20:03;37172033
13948891;16.10.2023 12:16;37100222
14082537;24.10.2023 18:18;35623298
14077619;24.10.2023 8:49;35129635
14021402;20.10.2023 13:36;36907841
14021640;20.10.2023 13:53;36645613
14030266;21.10.2023 9:26;36793044
14070269;20.10.2023 0:00;35031705
14083826;24.10.2023 20:40;36819662
13990396;18.10.2023 21:38;37542601
14031864;21.10.2023 12:57;36404514
14078816;24.10.2023 11:15;36237278
14081173;24.10.2023 15:55;36952800
14082301;24.10.2023 17:54;37482882
13929190;15.10.2023 19:03;37900831
14043844;23.10.2023 0:40;35819573
14082461;24.10.2023 18:10;35473732
14083244;24.10.2023 19:28;35028517
14083290;24.10.2023 19:35;36300255
14083321;24.10.2023 19:39;34880254
13945292;16.10.2023 9:06;37111992
13955217;16.10.2023 20:16;36801156
13974014;17.10.2023 21:38;35493040
14024351;20.10.2023 17:06;37385980
14062353;23.10.2023 10:00;36974920
14083418;24.10.2023 19:52;36115935
14083593;24.10.2023 20:10;36638478
14083727;24.10.2023 20:26;35702349
14083733;24.10.2023 20:28;37637650
13983661;17.10.2023 0:00;35359596
14062857;23.10.2023 11:01;35079272
14067755;23.10.2023 19:36;35267605
14084684;24.10.2023 21:54;35873390
14085044;24.10.2023 22:56;35005031
13951874;16.10.2023 15:40;34722993
14017853;20.10.2023 9:13;35122008
14017867;20.10.2023 9:15;37281662
14025581;20.10.2023 18:53;37464199
14067891;23.10.2023 19:53;36280051
14067897;23.10.2023 19:54;36406311
14082821;24.10.2023 18:44;36695046
14083103;24.10.2023 19:15;37511453
14084410;24.10.2023 21:28;36641300
13947769;16.10.2023 10:28;37315586
13986755;18.10.2023 16:01;36305101
13992548;19.10.2023 7:20;36757028
13990295;18.10.2023 21:32;36929760
13990303;18.10.2023 21:32;36969209
13987456;18.10.2023 17:06;37477681
13987465;18.10.2023 17:06;37478867
13930609;15.10.2023 21:47;36005056
13951609;16.10.2023 0:00;35166549
13951677;16.10.2023 15:23;35853532
13956173;16.10.2023 21:29;37559333
14011991;20.10.2023 6:29;37209959
13927300;15.10.2023 15:10;37318125
13973959;17.10.2023 21:35;37524177
14011120;18.10.2023 0:00;36343334
13985266;18.10.2023 12:46;37035630
13966816;17.10.2023 0:00;36794973
13953747;16.10.2023 18:13;35726319
13932527;16.10.2023 6:50;35483891
13929263;15.10.2023 19:08;37250196
13949270;16.10.2023 12:43;35874185
14178497;30.10.2023 16:12;38151628
14196748;31.10.2023 17:34;37505396
14254678;03.11.2023 15:02;35224771
14263795;03.11.2023 0:00;36518693
14122659;26.10.2023 17:12;36923035
14179315;30.10.2023 17:19;35794548
14179648;30.10.2023 17:49;35412051
14196944;31.10.2023 17:53;37044435
14180012;30.10.2023 18:21;36165314
14246457;03.11.2023 8:18;35975033
14198193;31.10.2023 19:43;35116003
14198409;31.10.2023 20:05;34962225
14123984;26.10.2023 19:24;37722819
14198895;31.10.2023 20:56;35661194
14199065;31.10.2023 21:06;37216777
14258017;03.11.2023 18:00;37742230
14190498;31.10.2023 8:28;37867086
14200220;31.10.2023 23:33;37109842
14141810;27.10.2023 15:47;36355725
14125176;26.10.2023 21:24;37570381
14136704;27.10.2023 9:01;37588401
14175742;30.10.2023 11:55;37118481
14125236;26.10.2023 21:25;36865792
14137629;27.10.2023 9:36;35864726
14125389;26.10.2023 21:39;37343751
14143766;27.10.2023 18:24;36406169
14194610;31.10.2023 14:07;36576622
14144461;27.10.2023 19:28;37695150
14251519;03.11.2023 12:23;37678902
14177711;30.10.2023 14:52;35392834
14194933;31.10.2023 14:32;36322104
14195073;31.10.2023 14:51;36890784
14118232;26.10.2023 9:24;37061134
14146021;27.10.2023 22:06;37567229
14126805;27.10.2023 5:08;37118751
14195629;31.10.2023 15:51;38139146
14119524;26.10.2023 11:52;37666617
14262168;03.11.2023 23:25;35869903
14196916;31.10.2023 17:49;35575519
14198571;31.10.2023 20:21;37102839
14198597;31.10.2023 20:23;37935730
14200460;01.11.2023 0:19;34935843
14189465;31.10.2023 7:49;35102545
14162222;28.10.2023 0:00;34713324
14198396;31.10.2023 20:02;37762379
14198442;31.10.2023 20:09;35941600
14199687;31.10.2023 22:06;37279920
14200083;31.10.2023 23:10;34981649
14200144;31.10.2023 23:19;35836968
14179933;30.10.2023 18:14;37825546
14124613;26.10.2023 20:43;37037290
14125076;26.10.2023 21:18;36146654
14138802;27.10.2023 11:18;37059438
14198592;31.10.2023 20:23;37596489
14174636;30.10.2023 10:12;37086675
14177046;30.10.2023 14:05;37330289
14189379;31.10.2023 7:26;36840682
14135676;27.10.2023 7:50;36400076
14148172;28.10.2023 8:56;37004107
14148421;28.10.2023 9:42;36727593
14157257;29.10.2023 15:18;34489310
14145107;27.10.2023 20:41;35161583
14174695;30.10.2023 10:19;35959755
14190590;31.10.2023 8:42;34618618
14198777;31.10.2023 20:40;36611643
14231609;02.11.2023 14:54;36902012
14180777;30.10.2023 19:23;36740085
14120279;26.10.2023 13:10;36185679
14180989;30.10.2023 19:49;35011579
14181125;30.10.2023 20:02;36398163
14120250;26.10.2023 13:07;37723649
14155977;29.10.2023 11:41;36526225
14173170;30.10.2023 8:59;37745799
14138410;27.10.2023 10:47;36861730
14119936;26.10.2023 12:35;37098943
14162395;30.10.2023 7:19;37723568
14201156;01.11.2023 4:29;35541505
14193988;31.10.2023 13:01;36539005
14141195;27.10.2023 14:49;36922134
14157024;29.10.2023 14:40;36118020
14157026;29.10.2023 14:40;36177380
14159409;29.10.2023 21:03;37581641
14157891;29.10.2023 17:02;37832201
14181148;30.10.2023 20:04;36525013
14182958;31.10.2023 0:52;34627560
14149506;28.10.2023 12:14;36635706
14189444;31.10.2023 7:44;37878781
14211735;01.11.2023 11:28;36751606
14142957;27.10.2023 17:12;35072400
14213647;01.11.2023 14:45;37123070
14121344;26.10.2023 15:01;36983858
14143199;27.10.2023 17:30;35062417
14143479;27.10.2023 17:56;37096507
14213040;01.11.2023 13:45;37533404
14150365;28.10.2023 14:19;36585893
14217842;01.11.2023 21:44;37182454
14151522;28.10.2023 17:05;35279565
14195107;31.10.2023 14:54;36775002
14184876;30.10.2023 0:00;37645137
14141246;27.10.2023 14:55;35262775
14160472;30.10.2023 0:00;36511656
14235294;02.11.2023 21:11;37054158
14144602;27.10.2023 19:44;37637650
14173182;30.10.2023 9:01;36405294
14195842;31.10.2023 16:07;36355813
14178858;30.10.2023 16:44;37815029
14179114;30.10.2023 17:04;36591326
14192227;31.10.2023 9:37;36722848
14147480;27.10.2023 0:00;34698174
14246346;03.11.2023 8:10;37259249
14144372;27.10.2023 19:18;34957821
14157241;29.10.2023 15:15;38134261
14263791;03.11.2023 0:00;36807513
14157725;29.10.2023 16:41;37474887
14145759;27.10.2023 21:30;36231718
14149148;28.10.2023 11:22;37295006
14149347;28.10.2023 11:54;37632681
14158383;29.10.2023 18:18;37243120
14150228;28.10.2023 14:01;36811353
14158311;29.10.2023 18:06;37787689
14150092;28.10.2023 13:41;38118528
14249316;03.11.2023 10:48;37347316
14257791;03.11.2023 17:44;36129442
14146818;28.10.2023 1:44;36041807
14247579;03.11.2023 9:19;36709901
14151949;28.10.2023 18:09;36141356
14259465;03.11.2023 19:43;35277141
14260203;03.11.2023 20:38;36610137
14152846;28.10.2023 20:30;37708400
14251357;03.11.2023 12:19;36234810
14261249;03.11.2023 21:52;36744621
14261963;03.11.2023 22:55;37150501
14155487;29.10.2023 10:31;37314064
14230433;02.11.2023 12:54;37705632
14211789;01.11.2023 11:32;37677685
14230546;02.11.2023 13:07;35464215
14195866;31.10.2023 15:52;36592693
14118580;26.10.2023 10:12;35578738
14136624;27.10.2023 8:51;35532219
14219709;02.11.2023 7:05;37140431
14230658;02.11.2023 0:00;37633339
14235652;02.11.2023 21:40;37791703
14202066;01.11.2023 7:20;37848717
14233722;02.11.2023 18:29;37619988
14236175;02.11.2023 23:24;36008779
14181575;30.10.2023 20:57;36478320
14233989;02.11.2023 19:00;36955167
14197920;31.10.2023 19:18;36923537
14182087;30.10.2023 21:33;37871541
14192732;31.10.2023 10:53;37816388
14198303;31.10.2023 19:56;36614222
14125161;26.10.2023 21:23;37308201
14236591;03.11.2023 2:11;37174179
14120604;26.10.2023 13:43;36540395
14236734;03.11.2023 3:01;37345662
14193676;31.10.2023 12:27;36599634
14199628;31.10.2023 22:00;36386818
14125753;26.10.2023 22:31;35187148
14234571;02.11.2023 19:55;34693142
14234625;02.11.2023 20:01;36769329
14126295;27.10.2023 0:51;35758395
14244249;02.11.2023 0:00;37076838
14213426;01.11.2023 14:20;36131929
14213739;01.11.2023 14:56;37275129
14177912;30.10.2023 15:18;37877385
14178195;30.10.2023 15:42;35367824
14194842;31.10.2023 14:22;37883997
14213973;01.11.2023 15:19;36745324
14214015;01.11.2023 15:25;35556104
14248471;03.11.2023 10:08;37710135
14195165;31.10.2023 15:01;37448604
14195440;31.10.2023 15:28;35788970
14216836;01.11.2023 20:05;37503682
14261987;03.11.2023 22:59;35916726
14262046;03.11.2023 23:10;36744621
14229281;02.11.2023 10:47;36441673
14256059;03.11.2023 16:12;37315477
14174913;28.10.2023 14:18;38230794
14193471;31.10.2023 12:16;36676970
14182536;30.10.2023 22:46;35887006
14253255;03.11.2023 13:51;36787995
14256953;03.11.2023 17:02;38188594
14170978;29.10.2023 0:00;35419497
14215432;01.11.2023 17:47;37561235
14257905;03.11.2023 17:54;37837919
14119688;26.10.2023 12:05;36837067
14119689;26.10.2023 12:09;37002508
14201326;01.11.2023 5:57;36610093
14258785;03.11.2023 18:55;37732658
14263887;03.11.2023 0:00;35907565
14176889;30.10.2023 13:54;35576514
14194523;31.10.2023 13:57;36864130
14216120;01.11.2023 18:52;37429831
14263953;03.11.2023 0:00;37855734
